City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,daoukro,7.0591,-3.9631,23.15,99,100,1.3,CI,1717205418
367,aksaray,38.3726,34.0254,14.75,60,0,1.36,TR,1717205418
368,coyhaique,-45.5752,-72.0662,4.34,65,0,1.54,CL,1717205418
369,chilecito,-29.1619,-67.4974,10.54,44,54,2.16,AR,1717205418
370,broome,42.2506,-75.833,13.59,76,7,0.88,US,1717205328
371,cobija,-11.0267,-68.7692,20.03,69,5,0.55,BO,1717205419
372,kralendijk,12.15,-68.2667,28.99,74,0,8.75,BQ,1717205181
373,bhattarai danda,27.8828,83.9314,30.46,31,0,1.0,NP,1717205419
374,vega de alatorre,20.0333,-96.6333,29.55,73,64,7.36,MX,1717205419
375,rabaul,-4.1967,152.1721,29.45,72,7,2.99,PG,1717205420
376,krasnokamensk,50.0979,118.0369,23.13,25,12,4.15,RU,1717205289
377,el charco,2.4769,-78.1105,26.38,90,99,1.21,CO,1717205420
378,alenquer,-1.9417,-54.7383,24.81,95,29,0.97,BR,1717205189
379,posse,-14.0931,-46.3694,24.29,43,96,3.79,BR,1717205420
380,nuriootpa,-34.4833,139.0,13.54,56,0,3.56,AU,1717205421
381,valparaiso,-33.0393,-71.6273,15.0,79,0,2.57,CL,1717205073
382,kirakira,-10.4544,161.9205,29.04,79,27,3.62,SB,1717205421
383,tual,-5.6667,132.75,27.83,80,74,7.83,ID,1717205421
384,isangel,-19.55,169.2667,24.73,77,17,9.02,VU,1717205421
385,fortuna,40.5982,-124.1573,17.74,69,0,7.2,US,1717205323
386,tidjikja,18.5564,-11.4271,28.33,17,5,4.84,MR,1717205421
387,pitimbu,-7.4706,-34.8086,25.33,84,54,4.34,BR,1717205422
388,namibe,-15.1961,12.1522,19.02,73,90,1.36,AO,1717205422
389,mundri,-6.9558,111.71,29.46,67,97,2.32,ID,1717205422
390,tralee,52.2704,-9.7026,7.66,94,36,0.91,IE,1717205422
391,nadi,-17.8,177.4167,29.0,54,40,6.69,FJ,1717205422
392,sitka,57.0531,-135.33,12.94,62,100,6.17,US,1717205298
393,nogliki,51.8333,143.1667,11.3,58,99,1.79,RU,1717205423
394,rio branco,-9.9747,-67.81,21.34,94,20,0.0,BR,1717205404
395,bo phloi,14.3236,99.5161,28.97,69,100,3.26,TH,1717205423
396,chom thong,18.4174,98.6743,28.14,73,100,1.41,TH,1717205423
397,castlegar,49.2998,-117.6689,17.77,40,96,2.23,CA,1717205423
398,motueka,-41.1333,173.0167,18.39,61,79,1.64,NZ,1717205423
399,dongxi,28.7614,106.6611,21.83,85,100,0.32,CN,1717205424
400,sierra grande,-41.606,-65.3557,11.27,54,100,8.11,AR,1717205424
401,al bawiti,28.3492,28.8659,24.82,29,0,3.28,EG,1717205424
402,zeya,53.75,127.2667,25.83,29,8,3.73,RU,1717205425
403,grand falls-windsor,48.9332,-55.6649,4.93,96,100,4.21,CA,1717205302
404,lyubinskiy,55.1542,72.6925,9.82,65,100,5.04,RU,1717205425
405,rosetta,31.4044,30.4164,21.98,51,0,4.45,EG,1717205425
406,olinda,-8.0089,-34.8553,23.85,100,40,2.57,BR,1717205109
407,miyazu,35.5333,135.1833,19.11,59,100,2.09,JP,1717205425
408,brezina,33.0989,1.2608,25.17,28,97,2.3,DZ,1717205425
409,murzuq,25.9155,13.9184,30.71,23,63,4.04,LY,1717205426
410,hermiston,45.8404,-119.2895,26.36,20,0,1.54,US,1717205426
411,idfu,24.9803,32.8747,26.39,19,0,4.6,EG,1717205426
412,huangshan,29.7114,118.3125,17.99,94,99,1.23,CN,1717205426
413,kuanda,56.3161,116.0806,22.94,44,100,0.43,RU,1717205426
414,shimoda,34.6667,138.95,21.2,83,100,3.86,JP,1717205427
415,kerikeri,-35.2268,173.9474,21.06,67,100,0.89,NZ,1717205302
416,jamaame,0.0697,42.745,24.97,87,47,4.13,SO,1717205427
417,novyy urengoy,66.0833,76.6333,-1.51,95,100,9.22,RU,1717205427
418,khandyga,62.6667,135.6,21.72,15,1,6.08,RU,1717205427
419,lumut,4.2323,100.6298,27.01,89,20,1.03,MY,1717205427
420,yanbu,24.0891,38.0637,27.02,39,0,2.57,SA,1717205428
421,vila franca do campo,37.7167,-25.4333,19.23,99,45,3.61,PT,1717205428
422,athens,37.9795,23.7162,22.4,78,0,1.03,GR,1717205153
423,pimentel,-6.8367,-79.9342,17.16,88,75,8.75,PE,1717205428
424,san martin,-33.081,-68.4681,9.3,51,0,2.38,AR,1717205428
425,carnarvon,-24.8667,113.6333,21.23,33,0,3.02,AU,1717205308
426,nagqu,31.5,92.0,7.8,58,100,6.66,CN,1717205429
427,yulinshi,38.2906,109.7494,26.04,15,100,4.51,CN,1717205429
428,kone,-21.0595,164.8658,26.07,55,84,4.88,NC,1717205429
429,ritchie,-29.038,24.6028,11.56,52,100,1.69,ZA,1717205429
430,gadzhiyevo,69.2551,33.3362,6.72,97,100,2.13,RU,1717205323
431,kisangani,0.5167,25.2,21.82,98,76,0.53,CD,1717205430
432,borujerd,33.8973,48.7516,15.13,33,0,0.71,IR,1717205430
433,touros,-5.1989,-35.4608,25.0,88,84,5.05,BR,1717205430
434,westport,41.1415,-73.3579,21.59,50,0,2.06,US,1717205162
435,greenville,35.6127,-77.3663,18.4,63,0,0.0,US,1717205186
436,baturaja,-4.1333,104.1667,27.77,77,100,1.58,ID,1717205431
437,fisterra,42.9049,-9.2629,14.3,75,0,11.01,ES,1717205431
438,pacific grove,36.6177,-121.9166,19.56,80,0,4.12,US,1717205431
439,plastun,44.7561,136.2939,15.52,46,100,2.55,RU,1717205432
440,wynyard,-41.0,145.7167,12.43,56,86,2.36,AU,1717205432
441,cole harbour,44.6724,-63.4751,12.71,79,3,2.57,CA,1717205432
442,mejit,10.2753,170.8646,28.08,79,100,5.07,MH,1717205318
443,egilsstadir,65.2653,-14.3948,7.95,71,75,5.14,IS,1717205432
444,ouadda,8.0777,22.4007,19.97,93,72,1.23,CF,1717205432
445,lesnoy,57.6198,63.0784,6.54,91,100,3.66,RU,1717205433
446,nadym,65.5333,72.5167,-0.02,86,100,8.25,RU,1717205316
447,sinabang,2.4803,96.3801,26.84,81,100,0.98,ID,1717205433
448,fort bragg,35.139,-79.006,20.75,58,0,0.0,US,1717205115
449,anna regina,7.2644,-58.5077,26.52,87,49,2.44,GY,1717205433
450,korla,41.7597,86.1469,21.57,28,100,3.68,CN,1717205376
451,khandud,36.9513,72.318,8.51,56,14,1.62,AF,1717205433
452,sabang,5.8933,95.3214,29.72,67,100,7.29,ID,1717205434
453,smidovich,48.6,133.8167,21.86,41,81,2.66,RU,1717205434
454,santa maria del oro,25.9333,-105.3667,28.62,11,34,8.54,MX,1717205434
455,yanjiang,30.1211,104.6481,26.07,58,95,1.2,CN,1717205434
456,gubbi,13.3106,76.9444,26.22,66,10,2.13,IN,1717205434
457,kavaratti,10.5669,72.642,28.93,83,100,7.65,IN,1717205435
458,usol'ye,59.4268,56.6808,7.4,66,0,3.05,RU,1717205435
459,luis correia,-2.8792,-41.6669,25.33,87,100,3.86,BR,1717205435
460,boca chica,18.4537,-69.6111,28.06,89,75,2.57,DO,1717205435
461,baikonur,45.6167,63.3167,24.37,30,0,3.02,KZ,1717205435
462,ulety,51.3572,112.4849,20.95,39,95,0.97,RU,1717205436
463,guerrero negro,27.9769,-114.0611,16.62,78,6,9.0,MX,1717205436
464,as sulayyil,20.4607,45.5779,30.14,12,100,1.69,SA,1717205299
465,tianpeng,30.9866,103.9393,23.26,50,93,1.53,CN,1717205436
466,bang saphan,11.2126,99.5117,25.45,95,100,0.98,TH,1717205436
467,west plains,36.7281,-91.8524,21.46,84,100,4.63,US,1717205436
468,madalena,41.2162,-8.3345,20.32,54,0,3.81,PT,1717205436
469,hinton,53.4001,-117.5857,14.07,30,91,3.37,CA,1717205437
470,del rio,29.3627,-100.8968,32.06,54,0,7.2,US,1717205365
471,hidrolandia,-4.4081,-40.4378,22.62,94,97,1.24,BR,1717205437
472,dalandzadgad,43.5708,104.425,20.31,24,100,4.65,MN,1717205437
473,slave lake,55.2834,-114.769,13.99,54,20,12.35,CA,1717205437
474,barra de santo antonio,-9.4047,-35.5072,24.6,84,55,3.81,BR,1717205437
475,fuglafjordur,62.244,-6.814,10.26,86,99,6.01,FO,1717205438
476,barclayville,4.6797,-8.2339,24.76,92,36,0.96,LR,1717205438
477,abong mbang,3.9833,13.1833,20.15,100,85,0.97,CM,1717205438
478,kiffa,16.6166,-11.4045,32.0,14,9,4.57,MR,1717205438
479,ocos,14.5094,-92.1933,27.1,76,96,2.31,GT,1717205438
480,dordrecht,51.81,4.6736,14.45,94,100,2.24,NL,1717205401
481,butembo,0.15,29.2833,14.87,97,91,1.14,CD,1717205439
482,maceio,-9.6658,-35.7353,24.69,94,100,1.54,BR,1717205327
483,dali,25.7,100.1833,21.96,74,67,0.82,CN,1717205439
484,pinotepa nacional,16.3167,-98.0167,26.59,73,99,1.35,MX,1717205439
485,lerwick,60.1545,-1.1494,10.0,90,100,4.11,GB,1717205439
486,port-vila,-17.7338,168.3219,24.78,88,100,6.17,VU,1717205439
487,muli,2.9167,73.5667,28.36,84,39,8.99,MV,1717205440
488,sur,22.5667,59.5289,33.18,47,0,3.86,OM,1717205315
489,lae,-6.7221,146.9847,27.66,70,95,2.57,PG,1717205440
490,karasburg,-28.0167,18.75,4.74,60,0,2.98,NA,1717205440
491,brookings,44.3114,-96.7984,18.43,70,20,2.57,US,1717205440
492,windhoek,-22.5594,17.0832,10.79,65,0,0.0,NA,1717205440
493,makoua,0.0069,15.6333,22.56,97,36,1.18,CG,1717205441
494,naraini,25.1833,80.4833,39.1,22,90,8.5,IN,1717205441
495,makrana,27.05,74.7167,30.79,42,0,7.13,IN,1717205441
496,thunder bay,48.4001,-89.3168,19.99,49,75,4.12,CA,1717205152
497,noumea,-22.2763,166.4572,26.99,99,13,7.77,NC,1717204824
498,guane,22.2025,-84.0875,25.62,83,3,0.42,CU,1717205441
499,murun-kuren,49.6342,100.1625,17.9,39,2,2.48,MN,1717205442
500,oranjemund,-28.55,16.4333,9.95,85,0,0.79,NA,1717205442
501,ivolginsk,51.7492,107.2837,15.81,59,58,5.0,RU,1717205442
502,mochudi,-24.4167,26.15,12.84,39,0,1.03,BW,1717205442
503,gland,46.4208,6.2701,12.17,91,96,0.94,CH,1717205442
504,minas de marcona,-15.2119,-75.1103,11.67,91,54,4.81,PE,1717205442
505,berlin,52.5244,13.4105,17.77,92,0,4.12,DE,1717205359
506,kawalu,-7.3817,108.2082,26.58,80,100,1.25,ID,1717205443
507,acajutla,13.5928,-89.8275,28.39,76,100,3.11,SV,1717205443
508,illizi,26.4833,8.4667,30.89,30,9,3.16,DZ,1717205443
509,midvagur,62.0511,-7.1939,10.46,81,100,5.66,FO,1717205443
510,bokhan,53.153,103.7714,9.73,68,100,7.41,RU,1717205443
511,qrendi,35.8347,14.4583,20.62,94,75,3.09,MT,1717205444
512,aitape,-3.1374,142.3475,29.35,76,79,2.45,PG,1717205444
513,tazacorte,28.629,-17.9293,18.54,86,0,2.06,ES,1717205444
514,alipur,29.3846,70.9116,33.71,42,0,7.42,PK,1717205444
515,page,36.9147,-111.4558,32.88,9,0,3.09,US,1717205445
516,ulsteinvik,62.3432,5.8487,13.51,91,100,0.45,NO,1717205445
517,sinop,41.7711,34.8709,13.9,57,0,3.73,TR,1717205445
518,amga,60.8953,131.9608,25.39,30,20,4.22,RU,1717205445
519,khromtau,50.2503,58.4347,18.84,62,9,3.47,KZ,1717205445
520,padampur,29.6833,73.6167,35.35,24,0,7.08,IN,1717205445
521,cuamba,-14.8031,36.5372,15.76,69,0,0.39,MZ,1717205446
522,lashio,22.9333,97.75,27.23,67,100,1.08,MM,1717205446
523,vorkuta,67.5,64.0,-4.94,95,100,4.92,RU,1717205446
524,howard springs,-12.497,131.047,28.95,73,8,6.28,AU,1717205446
525,casas grandes,30.3667,-107.95,27.81,6,0,7.74,MX,1717205446
526,coron,11.9986,120.2043,32.19,64,37,4.39,PH,1717205446
527,zapata,26.9073,-99.2714,32.06,55,40,5.14,US,1717205447
528,salug,8.1147,122.7833,31.82,67,59,2.47,PH,1717205447
529,bridgewater,44.3835,-64.5155,13.82,73,6,2.06,CA,1717205447
530,mahibadhoo,3.7833,72.9667,28.47,83,100,8.35,MV,1717205447
531,yung shue wan,22.2333,114.1167,29.33,85,100,0.45,HK,1717205447
532,cidreira,-30.1811,-50.2056,15.72,84,100,7.4,BR,1717205447
533,gillette,44.2911,-105.5022,18.51,51,0,4.63,US,1717205448
534,fuxin,42.0156,121.6589,24.24,21,0,5.16,CN,1717205448
535,bangassou,4.7413,22.8184,21.23,97,100,1.06,CF,1717205448
536,manaure,11.7751,-72.4445,29.49,72,92,3.09,CO,1717205448
537,las palmas de gran canaria,28.0997,-15.4134,21.07,68,20,7.2,ES,1717205448
538,brady,31.1352,-99.3351,21.41,88,0,4.12,US,1717205174
539,popondetta,-8.7537,148.2534,31.34,62,75,2.38,PG,1717205448
540,kuusamo,65.9667,29.1833,12.02,94,0,1.54,FI,1717205449
541,chibougamau,49.9168,-74.3659,15.79,44,0,1.03,CA,1717205449
542,kavieng,-2.5744,150.7967,29.76,70,93,2.49,PG,1717205449
543,rio gallegos,-51.6226,-69.2181,1.03,93,100,1.03,AR,1717205301
544,palikir - national government center,6.9248,158.1611,30.47,84,100,4.12,FM,1717205449
545,acarau,-2.8856,-40.12,25.33,86,76,4.55,BR,1717205450
546,sungai raya,0.7,108.9,29.96,72,75,1.91,ID,1717205450
547,sinaloa de leyva,25.8333,-108.2333,31.14,33,100,3.74,MX,1717205450
548,hasaki,35.7333,140.8333,22.38,80,100,5.74,JP,1717205313
549,medina,24.4686,39.6142,32.24,8,0,1.54,SA,1717205402
550,anamur,36.0751,32.8369,21.21,71,0,1.56,TR,1717205451
551,armidale,-30.5167,151.65,10.54,96,100,6.69,AU,1717205451
552,znamenskoye,57.1281,73.8282,8.79,81,100,3.29,RU,1717205451
553,nuku'alofa,-21.1333,-175.2,23.19,73,75,5.66,TO,1717205382
554,antofagasta,-23.65,-70.4,14.6,74,99,1.34,CL,1717205451
555,tapon,10.0631,123.4453,31.98,65,22,5.36,PH,1717205451
556,pampa del indio,-26.0647,-59.919,15.49,86,0,2.38,AR,1717205452
557,saimbeyli,37.9863,36.0906,6.77,80,3,2.59,TR,1717205168
558,happy valley-goose bay,53.3168,-60.3315,7.17,76,75,1.54,CA,1717205308
559,eyl,7.9803,49.8164,27.81,65,5,9.13,SO,1717205452
560,karratha,-20.7377,116.8463,23.63,37,0,9.38,AU,1717205452
